Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type,Material,Taxa dated,Human,DatesUse,Error,Corrected/Raw,Corrected/Normalized 14C age, Corrected/Normalized Age,Delta 13C,Delta 13C source,Raw/Measured Age, Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Region
Turkey Hill,41BX35,Beta-118705,"Unit 1, Level 8, Feature 7",,charred material,,No,4660,100,Corrected,4660,100,-25.5,,4670,,,,,,CTx
,41BX1888,D-AMS-1206-049,,,charcoal,,No,4668,30,Corrected,4668,30,-23.71,,4811,,,,,,CTx
the Woodrow Heard Site,41UV88,CAMS-9063,"Area D, Feature 49", ,Charcoal,Sotol/yucca leaf base,No,4670,60,Corrected,4670,60,-22.1,measured,0,0,AMS,Raw age not given.,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,CTx
Bering Sinkhole,41KR241,D-AMS 031567,"Zone II, Unit L, Level 29, Lot 395",,Bone Collagen,Homo sp,Yes,4675,32,Corrected,4675,32,,,,,AMS,,Mauldin database,,CTx
the Woodrow Heard Site,41UV88,CAMS-14503,"Area C, Feature 36, level", ,Charcoal,Live oak wood type,No,4680,60,Corrected,4680,60,-24.8,measured,4680,60,AMS, ,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,CTx
Bering Sinkhole,41KR241,D-AMS 031151,"Zone III, Unit J, Level 10, Analytical level III-32, Lot 349",,Bone Collagen,Homo sp,Yes,4695,33,Corrected,4695,33,,,,,AMS,,Mauldin database,,CTx
,41TV410,Beta-216438,"Feature 19, Area 2, N10, E55.2","Burned rock, charcoal staining",,,No,4700,40,Raw,,,,,4700,40,,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,CTx
Bering Sinkhole,41KR241,D-AMS 031177,"Zone III, Unit A&D, Level 12, Analytical level III-35, Lot 115",,Bone Collagen,Homo sp,Yes,4707,36,Corrected,4707,36,,,,,AMS,,Mauldin database,,CTx
Bering Sinkhole,41KR241,D-AMS 031561,"Zone II, Unit J, Level 31, Lot 348",,Bone Collagen,Homo sp,Yes,4707,35,Corrected,4707,35,,,,,AMS,,Mauldin database,,CTx
the Woodrow Heard Site,41UV88,CAMS-9054,"Area A, near Feature 18", ,Flotation charcoal,Juniper wood,No,4710,60,Corrected,4710,60,-25,estimated,0,0,AMS,Delta 13C is assumed. Raw age not given.,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,CTx
"Charles, Steve, and Lenny go boatinig",41BX2114,D-AMS 013256,River trip,,charred material,,No,4728,26,Corrected,4728,26,-25.1,,4727,,,,,,CTx
,41BL512,BETA-119133,,HEARTH,CHARCOAL,,No,4740,60,Corrected,4740,60,-23.9,measured,,,AMS,,Fort Hood Database,,CTx
Vara Daniel Site,41TV1364,TX-7572,"Auger 9, 4.1-4.6 m, Lower terrace surface",Floodplain,charcoal,,No,4760,90,Corrected,4760,90,,,,,,Reference is cited as Takac et al. 1992,"Nash, M. 2008. Cultural Resources investigations at the Vara Daniel Site (41TV1364) for the Proposed Barton Creek Lift Station Relief Tunnel Project Cit of Austin Travis County, Texas. Permit 3073 Prepared by PBS&J",Nash 2008,CTx
Onion Creek,41TV410,Beta-216434,Block 3 area L22,,charcoal,,No,4760,40,Corrected,4760,40,,,,,AMS,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,CTx
Cibolo Preserve Menger Creek ,41KE217,D-AMS 1206-40,,,Charcoal,,No,4763,22,Corrected,4763,22,,,4661,22,AMS,,"Ahr et al., 2013. Archaeological Testing and Data Recovery at the Cibolo Preserve Menger Creek Site (41KE217), Kendall County, Texas. Center for Archaeological Research, UTSA. No. 427.",Ahr 2013.pdf,CTx
Royal Coachman,41CM111,Beta-166717,"Unit 8, 70-80cm",,,,No,4770,60,Corrected,4770,60,-25.5,measured,4780,60,Radiometric,Sample-08H-3,"2003, Mahoney, Richard B.; Royal Coachman (41CM111) AN Early Middle Archaic Site along Cordove Creek in Comal County",Mahoney 2003.pdf,CTx
Varga ,41ED28,UGA-12717,"Blk. A, Unit N104/E56, 50-60 cm",,1 Charcoal,,No,4770,40,Corrected,4770,40,-23.3,measured,4740,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Granberg II,41BX271,TX-3606,Unit A? or D  Level 5 @ 70cm,,wood charcoal,,No,4770,110,Corrected,4770,110,-4.6,,4770,,,,,,CTx
Royal Coachman,41CM111,Beta-166718,"Unit 21, 28cm",,,,No,4780,40,Corrected,4780,40,-25.5,measured,4790,40,AMS,Sample 21C3,"2003, Mahoney, Richard B.; Royal Coachman (41CM111) AN Early Middle Archaic Site along Cordove Creek in Comal County",Mahoney 2003.pdf,CTx
Pavo Real,41BX52,Beta-154415,N15 E8 Feature 10 Level 3,,live oak wood,,No,4780,40,Corrected,4780,40,-26.1,,4800,,,,,,CTx
Bering Sinkhole,41KR241,D-AMS 031572,Burial unprovenienced from backhoe dumps and Mr. Bering,,Bone Collagen,Homo sp,Yes,4791,36,Corrected,4791,36,,,,,AMS,,Mauldin database,,CTx
Bering Sinkhole,41KR241,D-AMS 031555,"Zone II, Unit C, Level 31, Lot 277?",,Bone Collagen,Homo sp,Yes,4802,34,Corrected,4802,34,,,,,AMS,,Mauldin database,,CTx
Royal Coachman,41CM111,Beta-166715,"Unit 2, 70-75cm",Burned Rock Sheet Midden,charred material,,No,4820,60,Corrected,4820,60,-25.1,measured,4820,60,Radiometric,Sample 02H1-3,"2003, Mahoney, Richard B.; Royal Coachman (41CM111) AN Early Middle Archaic Site along Cordove Creek in Comal County",Mahoney 2003.pdf,CTx
,41TV410,Beta-216440,"Feature 13, Area 2, N24.5, E 58",Burned rock,,,No,4820,40,Raw,,,,,4820,40,,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,CTx
Turkey Hill,41BX35,Beta-131850,"Unit 2, Level 14 & Level 15, Feature 16",,charred material,,No,4820,40,Corrected,4820,40,-24.5,,4810,,,,,,CTx
Onion Creek,41TV410,Beta-216435,Block 3 area L23,,charcoal,,No,4830,40,Corrected,4830,40,,,,,AMS,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,CTx
Royal Coachman,41CM111,Beta-166719,"Unit 21, 33cm",,,,No,4840,40,Corrected,4840,40,-24.8,measured,4840,40,AMS,Sample 21D2,"2003, Mahoney, Richard B.; Royal Coachman (41CM111) AN Early Middle Archaic Site along Cordove Creek in Comal County",Mahoney 2003.pdf,CTx
Bering Sinkhole,41KR241,D-AMS 031554,"Zone II, Unit C, Level 30, Lot 256",,Bone Collagen,Homo sp,Yes,4854,32,Corrected,4854,32,,,,,AMS,,Mauldin database,,CTx
Panther Springs Creek,41BX228,TX-3853,Area C N1024.90 E1005.80 (98.92m) 58cmbs,,charred material,,No,4870,130,Corrected,4870,130,0,,4300,,,,,,CTx
Spring Lake site,41HY160,UCIAMS-87170,,,,,,4880,15,Corrected,4880,15,,,,,AMS,,"Lohse, J. Stephen Black, Laly Cholak, 2014. Toward an improved Archaic Radiocarbon Chronology for Central Texas. Bulletin of the Texas Archaeological Society 85",Lohse 2014a,CTx
Wilson-Leonard,41WM235,Beta-79803,"IIIb Feature 214, hearth   ",,charcoal,,No,4880,70,Corrected,4880,70,,,,,,97 cm below surface JC Middle Archaic   ,"Kelly Pertulla database, CARD.  Bousman et al 2015",,CTx
Slippery Slope ,41MS69,UGA-14116,40-80 cm above Unit 1/Unit 2 interface,,Charcoal,,No,4890,40,Corrected,4890,40,-21.7,measured,4840,40,AMS,,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
Berdoll site,41TV2125,UGAMS-5049,"P1, 320 cmbs",,Charcoal,,No,4900,30,Corrected,4900,30,,,,,AMS,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,CTx
Bering Sinkhole,41KR241,D-AMS 031553,"Zone II, Unit C, Level 29, Lot 145",,Bone Collagen,Homo sp,Yes,4902,31,Corrected,4902,31,,,,,AMS,,Mauldin database,,CTx
Cibolo Preserve Menger Creek ,41KE217,D-AMS 1206-39,,,Charcoal,,No,4910,31,Corrected,4910,31,,,4874,31,AMS,,"Ahr et al., 2013. Archaeological Testing and Data Recovery at the Cibolo Preserve Menger Creek Site (41KE217), Kendall County, Texas. Center for Archaeological Research, UTSA. No. 427.",Ahr 2013.pdf,CTx
Slippery Slope ,41MS69,Beta-370495,"Unit 6, 130-140 cmbs",,Charcoal,,No,4920,40,Corrected,4920,40,-25.4,measured,4930,40,AMS,,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
Culebra Creek,41BX126,NSRL-3697,"Unit C, Level 8, Feature 7",,wood charcoal,,No,4940,50,Corrected,4940,50,-25,,4940,,,,,,CTx
,41BX1785,Beta-325333,Lot # 63.003,,charred material,,No,4940,30,Corrected,4940,30,-25.7,,4950,,,,,,CTx
"Charles, Steve, and Lenny go boatinig",41BX2115,D-AMS 013257,River trip,,charred material,,No,4959,25,Corrected,4959,25,-25.8,,4953,,,,,,CTx
Slippery Slope ,41MS69,Beta-370496,"Feature 1, Unit 5 Ext, 151-154 cmbs",,Charcoal,,No,4960,40,Corrected,4960,40,-25.8,measured,4970,40,AMS,,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
Olmos,41BX1,TX-3991,"Zone 2, Area B, N1001.90 E1029.67, Level 13, elevation 98.19-98.11",,charcoal,,No,4965,100,Corrected,4965,100,,,4380,,,,,,CTx
,41CV111,BETA-63000,"Unit #4, Depth 206cm",,CHARCOAL,,No,4990,70,Corrected,4990,70,-22.1,measured,4940,70,,,Fort Hood Database,,CTx
Royal Coachman,41CM111,Beta-166716,"Unit 4, 85-90cm",Burned Rock Sheet Midden,bone,human,Yes,4990,40,Corrected,4990,40,-27.5,measured,5030,40,AMS,Sample 041202,"2003, Mahoney, Richard B.; Royal Coachman (41CM111) AN Early Middle Archaic Site along Cordove Creek in Comal County",Mahoney 2003.pdf,CTx
Slippery Slope ,41MS69,Beta-233355,"Feature 1, Unit 5 Ext, 152 cmbs",Oven,Charcoal,,No,5000,40,Corrected,5000,40,-21.7,measured,4950,40,AMS,,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
,41BX1785,Beta-325335,Lot # 185 BHT 3,,charred material,,No,5010,40,Corrected,5010,40,-24.9,,5010,,,,,,CTx
Spring Lake site,41HY160,UCIAMS-80999,"Unit 9, Level 14",,bone ,Bison bison,No,5060,40,Corrected,5060,40,,,,,AMS,,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
Spring Lake,41HY160,UCIAMS-111178,"Unit 3, lvl. 11, 125-135 cmbs",,Bone,"Artiodactyle, medium, limb diaphysis",No,5065,20,Corrected,5065,20,-19.2,measured,,,AMS,,CARD March 2020 Database,,CTx
Slippery Slope ,41MS69,Beta-233352,"Feature 1, Unit 5, 134 cmbs",Oven,Charcoal,,No,5070,40,Corrected,5070,40,-26.1,measured,5090,40,AMS,,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
the Woodrow Heard Site,41UV88,CAMS-9062,"Area C, S78/W10, Level 16", ,Charcoal,Live oak wood type,No,5070,60,Corrected,5070,60,-25,estimated,0,0,AMS,Delta 13C is assumed. Raw age not given.,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,CTx
,41BX256,D-AMS 008146,"Fea 10, N997.269 E985.348",,assume C3,,No,5072,27,Corrected,5072,27,-25.4,,5068,,,,,,CTx
,41CV413,BETA-139806,"Unit #5, Feature #5, Depth 98cm",HEARTH,CHARCOAL,,No,5080,50,Corrected,5080,50,-25.5,measured,,,AMS,,Fort Hood Database,,CTx
,41CV1122,BETA-102113,"Unit #2, Feature #4, Depth 102-129cm",HEARTH,CHARCOAL,,No,5090,50,Corrected,5090,50,-26.3,measured,,,AMS,,Fort Hood Database,,CTx
,41CV1122,BETA-102114,"Unit #1, Depth 151cm",,CHARCOAL,,No,5090,70,Corrected,5090,70,-33.7,measured,,,AMS,,Fort Hood Database,,CTx
Slippery Slope ,41MS69,UGA-14111,"Lowest Cultural, Unit 6, 190-200 cmbs",Lowest Cultural,Charcoal,Oak,No,5100,40,Corrected,5100,40,-25.9,measured,5110,40,AMS,,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
Spring Lake site,41HY160,UCIAMS-95717,"Unit 14, Level 13",,bone ,Bison bison,No,5110,15,Corrected,5110,15,-10.7,measured,,,AMS, ?15N 8.1,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
Spring Lake site,41HY160,UCIAMS-80139,"Unit 7, Level 14",,bone ,Bison bison,No,5115,20,Corrected,5115,20,-9.8,measured,,,AMS, ?15N 6.8,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
Spring Lake site,41HY160,UCIAMS-80136,"Unit 7, Level 15",,bone ,Bison bison,No,5120,20,Corrected,5120,20,-9.6,measured,,,AMS, ?15N 9.3,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
Spring Lake site,41HY160,UCIAMS-80998,"Unit 7, Level 14",,bone ,Bison bison,No,5120,20,Corrected,5120,20,-10.5,measured,,,AMS, ?15N 8.5,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
Slippery Slope ,41MS69,UGA-14110,40-80 cm above Unit 1/Unit 2 interface,,Charcoal,,No,5120,40,Corrected,5120,40,-25,estimated,5140,40,AMS,,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
,41WM267,UCIAMS-129248,,,Bone,bison,No,5135,20,Corrected,5135,20,-8.6,measured,,,AMS,,"Kelly Pertulla database, CARD.  Lohse, J.C., et al. 2014, A precise chronology of middle o late holocene bison exploitation in the far southern Great Plains, J. Texas Archaeology and History 1.",,CTx
Spring Lake site,41HY160,UCIAMS-106468,"Unit 3, Level 14",,bone ,Bison bison,No,5140,20,Corrected,5140,20,-19,measured,,,AMS, ?15N 7.43,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
Spring Lake site,41HY160,UCIAMS-106473,"Unit 4, Level 13",,bone ,Bison bison,No,5140,20,Corrected,5140,20,-11.9,measured,,,AMS, ?15N 9.38,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
Spring Lake site,41HY160,UCIAMS-106469,"Unit 3, Level 14",,bone ,Bison bison,No,5145,20,Corrected,5145,20,-11.9,measured,,,AMS, ?15N 9.59,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
Spring Lake site,41HY160,UCIAMS-81000,"Unit 16, Level 13",,bone ,Bison bison,No,5155,15,Corrected,5155,15,-11.1,measured,,,AMS, ?15N 8.7,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
"Charles, Steve, and Lenny go boatinig",41BX2116,D-AMS 013258,River trip,,charred material,,No,5160,29,Corrected,5160,29,-25.3,,5153,,,,,,CTx
,41TV410,Beta-216441,"Feature 23, Area 2, N16.3, E50.2",Charcoal stain,,,No,5170,40,Raw,,,,,5170,40,,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,CTx
Spring Lake site,41HY160,UCIAMS-80997,"Unit 7, Level 9",,bone ,Bison bison,No,5180,15,Corrected,5180,15,-9.4,measured,,,AMS, ?15N 8.5,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
Spring Lake site,41HY160,UCIAMS-81001,"Unit 16, Level 13",,bone ,Bison bison,No,5185,15,Corrected,5185,15,-11.5,measured,,,AMS, ?15N 8.3,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
Varga ,41ED28,UGA-12709,"Fea. 40, Blk. A, Unit N100/E54, 100-110 cm",,22 Charcoal,,No,5200,40,Corrected,5200,40,-26.2,measured,5220,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
,41BX1785,Beta-325336,Lot # 186 BHT 3,,charred material,,No,5200,40,Corrected,5200,40,-25.5,,5210,,,,,,CTx
,41BX1785,D-AMS 008615,Fea 7,,assume C3,,No,5200,31,Corrected,5200,31,20.2,,5239,,,,,,CTx
 ,41ME147,UCIAMS-111182, , ,Bone,bison,No,5205,20,Corrected,5205,20,-16.7,measured,0,0,AMS, ,"Kelly Pertulla database, CARD.  Lohse, J.C., et al. 2014, A precise chronology of middle o late holocene bison exploitation in the far southern Great Plains, J. Texas Archaeology and History 1.", ,CTx
Slippery Slope ,41MS69,Beta-370494,"TU6, Unit 5, 192 cmbs",,Charcoal,,No,5240,40,Corrected,5240,40,-25.9,measured,5250,40,AMS,,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,CTx
Big Hole,41TV2161,Beta-398646,Feature 28,,Charcoal,,No,5240,30,Corrected,5240,30,,,,,,,CARD March 2020 Database,,CTx
Berdoll Borrow Pits,41TV540,Beta-212809,F13,hearth,charcoal,,No,5240,40,Corrected,5240,40,,,,,AMS,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,CTx
Varga ,41ED28,UGA-12706,"Blk. A, Unit N99/E56, 110-120 cm",,1/4 Deer bone  ,,No,5270,40,Corrected,5270,40,-19.7,measured,5180,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Big Hole,41TV2161,Beta-398642,Feature 24,,Charcoal,,No,5280,30,Corrected,5280,30,,,,,,,CARD March 2020 Database,,CTx
Spring Lake,41HY160,UCIAMS-111179,"Unit 4, lvl. 16, 175-185 cmbs",,Bone,"Mammalia, medium, limb diaphysis",No,5290,20,Corrected,5290,20,-20.4,measured,,,AMS,,CARD March 2020 Database,,CTx
Big Hole,41TV2161,Beta-214482,Feature 3,,Charcoal,,No,5290,40,Corrected,5290,40,,,,,,,CARD March 2020 Database,,CTx
Big Hole,41TV2161,Beta-398648,,,Charcoal,,No,5290,30,Corrected,5290,30,,,,,,,CARD March 2020 Database,,CTx
Berdoll Borrow Pits,41TV540,Beta-212810,F13,hearth,charcoal,,No,5300,40,Corrected,5300,40,,,,,AMS,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,CTx
Berdoll Borrow Pits,41TV540,Beta-212816,F29,hearth,charcoal,,No,5310,40,Corrected,5310,40,,,,,AMS,,"Figueroa, A., Mauldin, R., Frederick, C., and Tomka, S., 2011. Results of Archeological Significance Testing at 41TV410 and 41TV540 and Associated Geomorphological Investigations on a Segments of Onion Creek in Travis County, Texas. Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State: Vol. 2011 ,
Article 6 ",Figueroa 2011,CTx
